year,country,firstname,lastname,problem1,problem2,problem3,problem4,problem5,problem6,total,rank,award
1985,Tunisia,Nizar,Lahiani,7.0,2.0,1.0,4.0,2.0,1.0,17,75,Bronze medal
1985,United Kingdom,Marcus George,Moore,7.0,7.0,3.0,0.0,0.0,0.0,17,75,Bronze medal
1985,United Kingdom,Alexander Paul,Selby,7.0,7.0,0.0,2.0,0.0,1.0,17,75,Bronze medal
1985,Yugoslavia,Sašo,Džeroski,7.0,7.0,0.0,0.0,2.0,1.0,17,75,Bronze medal
1985,Australia,Shane,Booth,7.0,6.0,0.0,2.0,0.0,1.0,16,83,Bronze medal
1985,Austria,Michael,Dimitriadis,7.0,3.0,0.0,3.0,2.0,1.0,16,83,Bronze medal
1985,Belgium,Claude,Lion,0.0,7.0,0.0,2.0,4.0,3.0,16,83,Bronze medal
1985,Canada,Frank,D'Ippolito,7.0,7.0,0.0,1.0,0.0,1.0,16,83,Bronze medal
1985,Netherlands,Ben,Moonen,3.0,0.0,0.0,7.0,0.0,6.0,16,83,Bronze medal
1985,China,Sihao,Wu,7.0,7.0,0.0,2.0,0.0,0.0,16,83,Bronze medal
1985,Poland,Konrad,Piwakowski,5.0,7.0,0.0,2.0,0.0,2.0,16,83,Bronze medal
1985,Turkey,Ergun,Uzal,7.0,7.0,0.0,2.0,0.0,0.0,16,83,Bronze medal
1985,Russia,Dmitry,Bibin,7.0,7.0,0.0,0.0,0.0,2.0,16,83,Bronze medal
1985,United Kingdom,John Reginald,Longley,7.0,7.0,0.0,2.0,0.0,0.0,16,83,Bronze medal
1985,Austria,Harold,Steinacker,1.0,7.0,1.0,2.0,2.0,2.0,15,93,Bronze medal
1985,Canada,Moses,Klein,1.0,7.0,0.0,7.0,0.0,0.0,15,93,Bronze medal
1985,Colombia,Javier,Pena,3.0,4.0,0.0,4.0,1.0,3.0,15,93,Bronze medal
1985,Colombia,Juan,Pereira,7.0,7.0,0.0,0.0,0.0,1.0,15,93,Bronze medal
1985,Cuba,Daniel,Alfaro Vigo,7.0,5.0,0.0,2.0,0.0,1.0,15,93,Bronze medal
1985,Cyprus,Marios,Papadopoulos,7.0,0.0,0.0,4.0,0.0,4.0,15,93,Bronze medal
1985,Hungary,György,Birkás,7.0,7.0,1.0,0.0,0.0,0.0,15,93,Bronze medal
1985,Tunisia,Sadok,Kallel,3.0,0.0,0.0,4.0,7.0,1.0,15,93,Bronze medal
1985,Turkey,Taner,Özçelik,7.0,0.0,0.0,1.0,7.0,0.0,15,93,Bronze medal
1985,Bulgaria,Ivaylo,Marinov Nedelchev,7.0,0.0,0.0,2.0,5.0,0.0,14,102,
1985,Cuba,Angel Ribalta,Stanford,7.0,0.0,0.0,0.0,7.0,0.0,14,102,
1985,Greece,Isaak,Maradidis,7.0,3.0,0.0,2.0,0.0,2.0,14,102,
1985,Israel,Zvi,Arona,7.0,2.0,0.0,4.0,0.0,1.0,14,102,
1985,Israel,Raz,Naot,7.0,1.0,0.0,6.0,0.0,0.0,14,102,
1985,Norway,Hallvard,Furuseth,1.0,7.0,0.0,2.0,1.0,3.0,14,102,
1985,Brazil,Ralph Costa,Teixeira,7.0,1.0,1.0,3.0,0.0,1.0,13,108,
1985,Finland,Yrjö,Kotivuori,7.0,1.0,0.0,1.0,3.0,1.0,13,108,
1985,France,Fréderic,Patras,0.0,7.0,0.0,2.0,0.0,4.0,13,108,
1985,Turkey,Sadi,Turgut,1.0,7.0,0.0,2.0,0.0,3.0,13,108,
1985,Brazil,Domingos Augusto,Ferreira Romualdo,6.0,1.0,1.0,3.0,0.0,1.0,12,112,
1985,Morocco,Elamrani,Tarik,2.0,7.0,0.0,2.0,0.0,1.0,12,112,
1985,Netherlands,Jeroen,Hansen,0.0,7.0,0.0,0.0,5.0,0.0,12,112,
1985,Netherlands,Eric,Tjong Tjin Tai,3.0,7.0,0.0,0.0,1.0,1.0,12,112,
1985,United Kingdom,Christopher Edward John,Kilgour,7.0,0.0,0.0,2.0,2.0,1.0,12,112,
1985,Vietnam,Che,Quang Quyen,7.0,5.0,0.0,0.0,0.0,0.0,12,112,
1985,Australia,David,Hogan,1.0,5.0,1.0,3.0,0.0,1.0,11,118,
1985,Austria,Günter,Schuster,2.0,7.0,0.0,1.0,0.0,1.0,11,118,
1985,Austria,Wolfgang,Stöcher,7.0,2.0,1.0,0.0,0.0,1.0,11,118,
1985,Cuba,Guillermo Reyes,Souto,7.0,1.0,0.0,0.0,3.0,0.0,11,118,
1985,Czechoslovakia,Petr,Hájek,0.0,0.0,0.0,0.0,6.0,5.0,11,118,
1985,Israel,Oded,Livneh,4.0,3.0,0.0,1.0,0.0,3.0,11,118,
1985,Mongolia,Battsengel,Baansajav,1.0,3.0,0.0,6.0,0.0,1.0,11,118,
1985,Netherlands,Hans,van Antwerpen,4.0,1.0,0.0,4.0,0.0,2.0,11,118,
1985,Netherlands,Machiel,van Frankenhuijsen,1.0,6.0,0.0,2.0,0.0,2.0,11,118,
1985,Spain,Ricardo,Perez Marco,1.0,3.0,0.0,3.0,3.0,1.0,11,118,
1985,Sweden,Lars,Nilsson,7.0,1.0,0.0,1.0,0.0,2.0,11,118,
1985,Algeria,Mohammed-Salim,Lemdani,2.0,7.0,0.0,0.0,0.0,1.0,10,129,
1985,Brazil,João Valberto,Costa Cavalcante,7.0,0.0,0.0,3.0,0.0,0.0,10,129,
1985,Brazil,Ernesto Esteves,Prudêncio,7.0,0.0,0.0,2.0,0.0,1.0,10,129,
1985,Cuba,Alfredo Herrera,Hérnandez,7.0,0.0,0.0,0.0,3.0,0.0,10,129,
1985,Italy,Dario,Benedetto,7.0,1.0,0.0,2.0,0.0,0.0,10,129,
1985,Mongolia,Bayarsaikhan,Zagdaa,7.0,0.0,0.0,0.0,2.0,1.0,10,129,
1985,Netherlands,Jeroen,Nijhof,7.0,2.0,1.0,0.0,0.0,0.0,10,129,
1985,China,Feng,Wang,1.0,7.0,0.0,2.0,0.0,0.0,10,129,
1985,Sweden,Anders,Björn,0.0,4.0,2.0,2.0,1.0,1.0,10,129,
1985,Yugoslavia,Boban,Nikolić,7.0,0.0,0.0,0.0,2.0,1.0,10,129,
1985,Australia,Catherine,Playoust,5.0,1.0,0.0,3.0,0.0,0.0,9,139,
1985,Colombia,Jorge Armando,Ospina,1.0,1.0,1.0,4.0,0.0,2.0,9,139,
1985,Cyprus,Pavlos,Neophytou,7.0,1.0,0.0,0.0,1.0,0.0,9,139,
1985,Iceland,Agúst,Sverrir Egilsson,1.0,0.0,0.0,1.0,7.0,0.0,9,139,
1985,Norway,Jon Ivar,Skullerud,0.0,7.0,0.0,2.0,0.0,0.0,9,139,
1985,Sweden,Richard,Ehrenborg,0.0,7.0,0.0,1.0,0.0,1.0,9,139,
1985,Tunisia,Hasna,Riahi,1.0,0.0,0.0,2.0,5.0,1.0,9,139,
1985,Russia,Mati,Pentous,0.0,7.0,0.0,0.0,0.0,2.0,9,139,
1985,Algeria,Karim,Benakli,1.0,2.0,0.0,4.0,0.0,1.0,8,147,
1985,Canada,Giuseppe,Russo,1.0,7.0,0.0,0.0,0.0,0.0,8,147,
1985,Greece,Zaharias,Bobolakis,4.0,0.0,0.0,2.0,0.0,2.0,8,147,
1985,Mongolia,Jhandos,Halek,7.0,0.0,0.0,0.0,0.0,1.0,8,147,
1985,Mongolia,Battogtokh,Tsagaan,6.0,0.0,0.0,1.0,0.0,1.0,8,147,
1985,Sweden,Kimmo,Eriksson,1.0,6.0,0.0,0.0,0.0,1.0,8,147,
1985,Sweden,Georgi,Tchilikov,7.0,0.0,0.0,0.0,0.0,1.0,8,147,
1985,Yugoslavia,Marko,Janković,7.0,0.0,0.0,0.0,0.0,1.0,8,147,
1985,Yugoslavia,Marko,Vojinović,1.0,0.0,0.0,4.0,1.0,2.0,8,147,
1985,Austria,Ulrike,Steinacker,7.0,0.0,0.0,0.0,0.0,0.0,7,156,
1985,Czechoslovakia,Radek,Adamec,0.0,7.0,0.0,0.0,0.0,0.0,7,156,
1985,Israel,Ziv,Shami,1.0,1.0,0.0,1.0,4.0,0.0,7,156,
1985,Turkey,Muhyeddin,Bilici,7.0,0.0,0.0,0.0,0.0,0.0,7,156,
1985,Algeria,Omar,Sharaoui,1.0,1.0,0.0,0.0,3.0,1.0,6,160,
1985,Colombia,Juan Guillermo,Gonzalez,1.0,3.0,0.0,2.0,0.0,0.0,6,160,
1985,Cuba,Karel,Roiz Wilson,2.0,0.0,0.0,3.0,0.0,1.0,6,160,
1985,Israel,Adi,Levi,1.0,1.0,0.0,2.0,1.0,1.0,6,160,
1985,Algeria,Fateh,Khiar,1.0,1.0,0.0,0.0,2.0,1.0,5,164,
1985,Colombia,Neiyer,Correal Mendoza,2.0,0.0,0.0,2.0,0.0,1.0,5,164,
1985,Morocco,Adrou Bakkali,Nouredine,1.0,1.0,0.0,3.0,0.0,0.0,5,164,
1985,Spain,Pablo,Novaes Ledieu,1.0,0.0,0.0,3.0,0.0,1.0,5,164,
1985,Tunisia,Baatour,Mourad,4.0,0.0,0.0,1.0,0.0,0.0,5,164,
1985,Yugoslavia,Goran,Gogić,1.0,0.0,0.0,3.0,0.0,1.0,5,164,
1985,Algeria,Abdelmalik,Leblalta,2.0,0.0,0.0,0.0,1.0,1.0,4,170,
1985,Belgium,Olivier,Daxhelet,0.0,1.0,0.0,0.0,2.0,1.0,4,170,
1985,Colombia,Jaime Annores,Salcendo,1.0,0.0,0.0,1.0,2.0,0.0,4,170,
1985,Finland,Matti,Tienari,0.0,0.0,0.0,3.0,0.0,1.0,4,170,
1985,Iceland,Hákon,Guðbjartsson,1.0,0.0,1.0,2.0,0.0,0.0,4,170,
1985,Italy,Emanuele,Callegari,0.0,1.0,0.0,0.0,2.0,1.0,4,170,
1985,Kuwait,Esmail,Redha,3.0,0.0,0.0,0.0,1.0,0.0,4,170,
1985,Morocco,Bouhemou,Hassan,0.0,0.0,0.0,3.0,0.0,1.0,4,170,
1985,Norway,Rune,Sundgot,1.0,0.0,0.0,2.0,0.0,1.0,4,170,
1985,Poland,Artur,Gibus,0.0,0.0,0.0,0.0,0.0,4.0,4,170,
1985,Spain,Ignacio,Gariojo Amilburu,0.0,1.0,0.0,1.0,1.0,1.0,4,170,
1985,Algeria,Sidi Mohammed,Berrezkellah,0.0,0.0,0.0,2.0,0.0,1.0,3,181,
1985,Finland,Mauri,Vesimäki,1.0,1.0,0.0,1.0,0.0,0.0,3,181,
1985,Greece,Dimitrios,Goynopoulos,0.0,0.0,0.0,0.0,2.0,1.0,3,181,
1985,Morocco,Laftit,Abdelouafi,1.0,1.0,0.0,0.0,0.0,1.0,3,181,
1985,Norway,Finn Dag,Buod,0.0,0.0,0.0,2.0,0.0,1.0,3,181,
1985,Norway,Bjornar G.,Tonnesen,1.0,0.0,0.0,1.0,0.0,1.0,3,181,
1985,Spain,Juan,Aguaron Joven,1.0,0.0,0.0,0.0,1.0,1.0,3,181,
1985,Turkey,Hilmi,Ege,2.0,0.0,0.0,0.0,0.0,1.0,3,181,
1985,Belgium,Bart,Maximus,0.0,0.0,0.0,2.0,0.0,0.0,2,189,
1985,Belgium,Bart,Smets,0.0,1.0,0.0,1.0,0.0,0.0,2,189,
1985,Cyprus,Nicos,Georgiades,1.0,1.0,0.0,0.0,0.0,0.0,2,189,
1985,Finland,Erkki,Koivusalo,1.0,0.0,0.0,1.0,0.0,0.0,2,189,
1985,Finland,Kari,Lehtinen,0.0,1.0,0.0,1.0,0.0,0.0,2,189,
1985,Italy,Achille,Astolfi,1.0,0.0,0.0,1.0,0.0,0.0,2,189,
1985,Italy,Valentina,Luridiana,0.0,1.0,0.0,0.0,0.0,1.0,2,189,
1985,Italy,Riccardo,Magnolfi,1.0,0.0,0.0,1.0,0.0,0.0,2,189,
1985,Norway,Knut Einar,Rosendahl,1.0,0.0,0.0,0.0,0.0,1.0,2,189,
1985,Cyprus,Anastasia,Papageorgiou,1.0,0.0,0.0,0.0,0.0,0.0,1,198,
1985,Finland,Hannu,Lauri,1.0,0.0,0.0,0.0,0.0,0.0,1,198,
1985,Greece,Ioannis,Sinodinos,0.0,0.0,0.0,0.0,0.0,1.0,1,198,
1985,Kuwait,Abdullah,Hussain,1.0,0.0,0.0,0.0,0.0,0.0,1,198,
1985,Kuwait,Muhammad,Mujaideli,1.0,0.0,0.0,0.0,0.0,0.0,1,198,
1985,Kuwait,Mustafa,Redha,1.0,0.0,0.0,0.0,0.0,0.0,1,198,
1985,Mongolia,Gantuya,Badamgarav,0.0,1.0,0.0,0.0,0.0,0.0,1,198,
1985,Belgium,Kenneth,Groosman,0.0,0.0,0.0,0.0,0.0,0.0,0,205,
1985,Cyprus,Leonidas,Antoniou,0.0,0.0,0.0,0.0,0.0,0.0,0,205,
1985,Cyprus,George,Shiamishis,0.0,0.0,0.0,0.0,0.0,0.0,0,205,
1985,Kuwait,Naji,Marri,0.0,0.0,0.0,0.0,0.0,0.0,0,205,
1985,Turkey,Sami,Cohen,0.0,0.0,0.0,0.0,0.0,0.0,0,205,
1986,Hungary,Géza,Kós,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1986,Russia,Vladimir,Roganov,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1986,Russia,Stanislav,Smirnov,7.0,7.0,7.0,7.0,7.0,7.0,42,1,Gold medal
1986,Germany,Jörg,Jahnel,7.0,7.0,7.0,6.0,7.0,7.0,41,4,Gold medal
1986,China,Weimin,Fang,7.0,7.0,7.0,7.0,6.0,7.0,41,4,Gold medal
1986,United States of America,Joseph,Keane,7.0,7.0,7.0,7.0,6.0,7.0,41,4,Gold medal
1986,Romania,Marius,Dabija,7.0,7.0,7.0,5.0,7.0,7.0,40,7,Gold medal
1986,China,Hao,Zhang,7.0,7.0,4.0,7.0,7.0,7.0,39,8,Gold medal
1986,France,Bruno,Sauvalle,3.0,7.0,7.0,7.0,7.0,7.0,38,9,Gold medal
1986,Brazil,Ralph Costa,Teixeira,7.0,7.0,2.0,7.0,7.0,7.0,37,10,Gold medal
1986,China,Pingli,Li,7.0,7.0,3.0,7.0,6.0,7.0,37,10,Gold medal
1986,Germany,Martin,Härterich,7.0,7.0,1.0,7.0,7.0,7.0,36,12,Gold medal
1986,United States of America,David,Grabiner,7.0,7.0,1.0,7.0,7.0,7.0,36,12,Gold medal
1986,United States of America,Jeremy,Kahn,2.0,7.0,5.0,7.0,7.0,7.0,35,14,Gold medal
1986,Bulgaria,Iliya,T. Kraichev,7.0,7.0,1.0,5.0,7.0,7.0,34,15,Gold medal
1986,Germany,Wieland,Fischer,7.0,7.0,0.0,7.0,6.0,7.0,34,15,Gold medal
1986,Romania,Nicolae,I. Beli,7.0,7.0,0.0,7.0,7.0,6.0,34,15,Gold medal
1986,Vietnam,Hà,Anh Vũ,7.0,7.0,7.0,5.0,7.0,1.0,34,15,Gold medal
1986,Germany,Georg,Illies,4.0,7.0,1.0,7.0,7.0,7.0,33,19,Silver medal
1986,Germany,Götz,Wiesend,4.0,7.0,1.0,7.0,7.0,7.0,33,19,Silver medal
1986,United Kingdom,Dominic D.,Joyce,6.0,7.0,7.0,7.0,6.0,0.0,33,19,Silver medal
1986,Austria,Harold,Steinacker,5.0,7.0,0.0,7.0,6.0,7.0,32,22,Silver medal
1986,Canada,Ravi,Vakil,7.0,7.0,0.0,7.0,6.0,5.0,32,22,Silver medal
1986,Russia,Gennadij,Gluščenko,2.0,7.0,5.0,5.0,7.0,6.0,32,22,Silver medal
1986,United States of America,John,Overdeck,7.0,7.0,1.0,7.0,6.0,4.0,32,22,Silver medal
1986,Austria,Wolfgang,Stöcher,7.0,7.0,4.0,7.0,6.0,0.0,31,26,Silver medal
1986,Germany,Stefan,Günther,4.0,7.0,0.0,6.0,7.0,7.0,31,26,Silver medal
1986,Germany,Mathias-Torsten,Tok,7.0,7.0,2.0,7.0,7.0,1.0,31,26,Silver medal
1986,Russia,Anton,Lunin,7.0,7.0,1.0,7.0,7.0,2.0,31,26,Silver medal
1986,Bulgaria,Ivaylo,Marinov Nedelchev,7.0,7.0,1.0,7.0,3.0,5.0,30,30,Silver medal
1986,Czechoslovakia,Vladimír,Kordula,2.0,7.0,0.0,7.0,7.0,7.0,30,30,Silver medal
1986,France,Peirre,Meyer,2.0,7.0,0.0,7.0,7.0,7.0,30,30,Silver medal
1986,Germany,Markus,Lauer,3.0,7.0,5.0,7.0,6.0,2.0,30,30,Silver medal
1986,Germany,Eric,Müller,7.0,7.0,2.0,7.0,7.0,0.0,30,30,Silver medal
1986,Israel,Yoav,Yaffe,7.0,7.0,6.0,7.0,1.0,2.0,30,30,Silver medal
1986,Romania,Iulian,Grindeanu,3.0,7.0,7.0,5.0,7.0,1.0,30,30,Silver medal
1986,United Kingdom,Andrew David,Smith,3.0,7.0,1.0,5.0,7.0,7.0,30,30,Silver medal
1986,United States of America,Darien,Lefkowitz,3.0,7.0,2.0,4.0,7.0,7.0,30,30,Silver medal
1986,Vietnam,Nguyễn,Phương Tuấn,7.0,7.0,2.0,7.0,7.0,0.0,30,30,Silver medal
1986,Canada,Steven,Siu,7.0,7.0,1.0,1.0,6.0,7.0,29,40,Silver medal
1986,Hungary,Géza,Tóth,1.0,7.0,0.0,7.0,7.0,7.0,29,40,Silver medal
1986,Israel,Shoni,Dar,7.0,7.0,0.0,7.0,7.0,1.0,29,40,Silver medal
1986,Morocco,Chilali,Mahmoud,5.0,7.0,4.0,7.0,6.0,0.0,29,40,Silver medal
1986,United States of America,William,Cross,7.0,7.0,1.0,7.0,6.0,1.0,29,40,Silver medal
1986,Czechoslovakia,Petr,Hájek,0.0,7.0,0.0,7.0,7.0,7.0,28,45,Silver medal
1986,Hungary,László,Lipták,7.0,7.0,0.0,7.0,7.0,0.0,28,45,Silver medal
1986,Norway,Stig,Hemmer,6.0,7.0,0.0,2.0,6.0,7.0,28,45,Silver medal
1986,Romania,Mihai,I. Anitescu,7.0,7.0,2.0,5.0,6.0,1.0,28,45,Silver medal
1986,Russia,Sigitas,Kiaras,1.0,7.0,0.0,7.0,6.0,7.0,28,45,Silver medal
1986,Russia,Viktor,Porošin,0.0,7.0,2.0,5.0,7.0,7.0,28,45,Silver medal
1986,Bulgaria,Dragomir,Peykov,7.0,7.0,1.0,0.0,7.0,5.0,27,51,Silver medal
1986,Czechoslovakia,Marcel,Polakovič,7.0,7.0,0.0,7.0,6.0,0.0,27,51,Silver medal
1986,Spain,Ricardo,Perez Marco,5.0,6.0,2.0,7.0,7.0,0.0,27,51,Silver medal
1986,Belgium,Frédéric,van der Plancke,3.0,1.0,7.0,7.0,7.0,1.0,26,54,Silver medal
1986,Bulgaria,Ivaylo,Kortezov,5.0,0.0,0.0,7.0,7.0,7.0,26,54,Silver medal
1986,Cyprus,Marios,Papadopoulos,7.0,7.0,0.0,7.0,4.0,1.0,26,54,Silver medal
1986,Germany,Ingo,Warnke,4.0,7.0,0.0,7.0,7.0,1.0,26,54,Silver medal
1986,China,Qin,Jing,7.0,7.0,0.0,0.0,5.0,7.0,26,54,Silver medal
1986,Vietnam,Nguyễn,Hùng Sơn,7.0,7.0,0.0,6.0,5.0,1.0,26,54,Silver medal
1986,Australia,David,Hogan,4.0,7.0,0.0,7.0,7.0,0.0,25,60,Bronze medal
1986,Czechoslovakia,Adam,Zach,0.0,7.0,1.0,7.0,3.0,7.0,25,60,Bronze medal
1986,Austria,Helmuth,Breitenfellner,4.0,7.0,4.0,2.0,7.0,0.0,24,62,Bronze medal
1986,Germany,Gunter,Döge,3.0,7.0,2.0,4.0,7.0,1.0,24,62,Bronze medal
1986,Romania,Dorin,N. D. Bucur,2.0,7.0,0.0,7.0,7.0,1.0,24,62,Bronze medal
1986,Vietnam,Nguyễn,Tuấn Trung,7.0,7.0,0.0,7.0,3.0,0.0,24,62,Bronze medal
1986,Bulgaria,Vladimir B.,Mihov,2.0,7.0,0.0,0.0,7.0,7.0,23,66,Bronze medal
1986,Poland,Piotr,Jędrzejewicz,2.0,7.0,0.0,0.0,7.0,7.0,23,66,Bronze medal
1986,Sweden,Richard,Ehrenborg,2.0,5.0,0.0,2.0,7.0,7.0,23,66,Bronze medal
1986,Finland,Matti,Tienari,7.0,0.0,4.0,5.0,6.0,0.0,22,69,Bronze medal
1986,Hungary,Géza,Makai,2.0,7.0,0.0,1.0,5.0,7.0,22,69,Bronze medal
1986,Tunisia,Ben,Halima Raouf,3.0,7.0,0.0,5.0,7.0,0.0,22,69,Bronze medal
1986,United Kingdom,Kevin Mark,Buzzard,2.0,7.0,0.0,0.0,6.0,7.0,22,69,Bronze medal
1986,Belgium,Michel,Bultreys,2.0,7.0,1.0,7.0,4.0,0.0,21,73,Bronze medal
1986,Bulgaria,Nikolaii B.,Mateev,2.0,7.0,0.0,1.0,4.0,7.0,21,73,Bronze medal
1986,Czechoslovakia,Roman,Soták,3.0,7.0,0.0,0.0,6.0,5.0,21,73,Bronze medal
1986,France,Arnaud,Delian,2.0,7.0,1.0,5.0,6.0,0.0,21,73,Bronze medal
1986,Greece,Tilemahos,Stamkopuluos,7.0,7.0,0.0,2.0,5.0,0.0,21,73,Bronze medal
1986,United Kingdom,John Reginald,Longley,1.0,7.0,0.0,7.0,6.0,0.0,21,73,Bronze medal
1986,Vietnam,Phùng,Hồ Hài,2.0,7.0,0.0,5.0,7.0,0.0,21,73,Bronze medal
1986,Algeria,Nour,Maddahi,7.0,7.0,1.0,2.0,3.0,0.0,20,80,Bronze medal
1986,Australia,Ross,Jones,7.0,7.0,0.0,3.0,3.0,0.0,20,80,Bronze medal
1986,France,David,Harari,3.0,7.0,0.0,0.0,7.0,3.0,20,80,Bronze medal
1986,Italy,Ilaria,Damiani,7.0,7.0,0.0,1.0,5.0,0.0,20,80,Bronze medal
1986,Morocco,Merzouki,Youssef,7.0,7.0,0.0,0.0,6.0,0.0,20,80,Bronze medal
1986,Poland,Tadeusz,Pezda,7.0,0.0,0.0,0.0,6.0,7.0,20,80,Bronze medal
1986,United Kingdom,Thomas,Royston Roughan,2.0,7.0,1.0,3.0,7.0,0.0,20,80,Bronze medal
1986,Algeria,Mourad,Benakli,1.0,6.0,1.0,5.0,6.0,0.0,19,87,Bronze medal
1986,Australia,Catherine,Playoust,7.0,3.0,0.0,5.0,4.0,0.0,19,87,Bronze medal
1986,Australia,Terence,Tao,7.0,7.0,3.0,1.0,0.0,1.0,19,87,Bronze medal
1986,Germany,Harald,Heidler,3.0,7.0,1.0,1.0,7.0,0.0,19,87,Bronze medal
1986,Hungary,András,Benczúr,1.0,7.0,0.0,7.0,2.0,2.0,19,87,Bronze medal
1986,China,Qiang,Lin,1.0,7.0,0.0,1.0,6.0,4.0,19,87,Bronze medal
1986,Spain,Juan,D. Gonzales Cobas,5.0,7.0,0.0,0.0,7.0,0.0,19,87,Bronze medal
1986,Australia,Ben,Robinson,3.0,7.0,0.0,2.0,2.0,4.0,18,94,Bronze medal
1986,Austria,Markus,Schorn,2.0,1.0,1.0,7.0,7.0,0.0,18,94,Bronze medal
1986,Canada,Giuseppe,Russo,7.0,5.0,1.0,3.0,2.0,0.0,18,94,Bronze medal
1986,Czechoslovakia,Petr,Šleich,2.0,0.0,0.0,3.0,6.0,7.0,18,94,Bronze medal
1986,Greece,Haralambos,Tamvakis,7.0,0.0,0.0,7.0,4.0,0.0,18,94,Bronze medal
1986,Israel,Raz,Naot,7.0,0.0,0.0,1.0,3.0,7.0,18,94,Bronze medal
1986,Israel,Eitan,Sayag,2.0,7.0,1.0,1.0,7.0,0.0,18,94,Bronze medal
1986,Yugoslavia,Jože,Fabčič,3.0,7.0,0.0,0.0,6.0,2.0,18,94,Bronze medal
1986,Yugoslavia,Domagoj,Kovačević,2.0,6.0,1.0,0.0,6.0,3.0,18,94,Bronze medal
1986,Belgium,Krist,Blomme,7.0,0.0,1.0,2.0,6.0,1.0,17,103,Bronze medal
1986,Italy,Alessandro,Pelizzola,0.0,7.0,0.0,4.0,6.0,0.0,17,103,Bronze medal
1986,Morocco,Laftit,Abdelouafi,4.0,2.0,0.0,5.0,6.0,0.0,17,103,Bronze medal
1986,Poland,Stanisław,Kasjan,3.0,7.0,0.0,0.0,7.0,0.0,17,103,Bronze medal
1986,Spain,Alberto,Garrido Arribas,0.0,7.0,0.0,7.0,3.0,0.0,17,103,Bronze medal
1986,Australia,Adrian,Chen,6.0,6.0,0.0,1.0,0.0,3.0,16,108,
1986,Morocco,?,?,1.0,7.0,0.0,1.0,7.0,0.0,16,108,
1986,Algeria,?,?,2.0,7.0,1.0,2.0,3.0,0.0,15,110,
1986,Finland,Tapio,Tallgren,7.0,0.0,0.0,1.0,6.0,1.0,15,110,
1986,Israel,Paul,Biran,1.0,6.0,0.0,3.0,3.0,2.0,15,110,
1986,Norway,Anders,Høyer Berg,7.0,0.0,0.0,1.0,0.0,7.0,15,110,
1986,China,Jian,Shen,1.0,7.0,0.0,7.0,0.0,0.0,15,110,
1986,Poland,Marcin,Mazur,7.0,0.0,1.0,0.0,7.0,0.0,15,110,
1986,Romania,?,?,1.0,0.0,0.0,7.0,7.0,0.0,15,110,
1986,Spain,Carlos,Ueno Jacue,1.0,7.0,0.0,6.0,1.0,0.0,15,110,
1986,Tunisia,Anis,Allouche,2.0,7.0,0.0,0.0,5.0,1.0,15,110,
1986,United Kingdom,James Norman Benedict,Angus,2.0,7.0,0.0,0.0,6.0,0.0,15,110,
1986,Yugoslavia,Olivera,Milenković,2.0,7.0,0.0,5.0,0.0,1.0,15,110,
1986,Brazil,Alexandre de Azevedo Palmeira,Filho,7.0,0.0,0.0,5.0,2.0,0.0,14,121,
1986,Canada,Bryan,Feir,7.0,5.0,0.0,1.0,1.0,0.0,14,121,
1986,Canada,Rocky,Lee,1.0,0.0,0.0,4.0,4.0,5.0,14,121,
1986,Colombia,Mauricio,Lopez,7.0,1.0,1.0,2.0,3.0,0.0,14,121,
1986,Kuwait,?,?,5.0,0.0,0.0,0.0,6.0,3.0,14,121,
1986,Tunisia,Mahdi,Abouda,1.0,7.0,0.0,0.0,6.0,0.0,14,121,
1986,Turkey,Ender,Topal,7.0,0.0,0.0,0.0,6.0,1.0,14,121,
1986,Yugoslavia,Predrag,Antić,7.0,0.0,0.0,5.0,1.0,1.0,14,121,
1986,Austria,,,3.0,0.0,0.0,6.0,4.0,0.0,13,129,
1986,Cuba,?,?,7.0,1.0,0.0,2.0,3.0,0.0,13,129,
1986,France,?,?,2.0,7.0,0.0,0.0,3.0,1.0,13,129,
1986,Kuwait,?,?,5.0,2.0,0.0,0.0,6.0,0.0,13,129,
1986,Colombia,,,2.0,2.0,0.0,5.0,3.0,0.0,12,133,
1986,Cuba,?,?,3.0,0.0,0.0,7.0,2.0,0.0,12,133,
1986,Greece,,,6.0,0.0,0.0,6.0,0.0,0.0,12,133,
1986,Iceland,Fjóla Rún,Björnsdóttir,7.0,0.0,0.0,1.0,3.0,1.0,12,133,
1986,Italy,Emanuele,Callegari,1.0,2.0,0.0,7.0,2.0,0.0,12,133,
1986,Mongolia,?,?,7.0,0.0,1.0,3.0,1.0,0.0,12,133,
1986,Sweden,Kalle,Åström,2.0,0.0,0.0,7.0,3.0,0.0,12,133,
1986,Tunisia,?,?,3.0,7.0,0.0,1.0,1.0,0.0,12,133,
1986,Turkey,Anıl,Aydoğan,2.0,4.0,1.0,1.0,4.0,0.0,12,133,
1986,Hungary,Miklós,Bóna,3.0,1.0,0.0,0.0,6.0,1.0,11,142,
1986,Iceland,Ari Kristinn,Jónsson,7.0,0.0,0.0,1.0,3.0,0.0,11,142,
1986,Kuwait,?,?,4.0,1.0,0.0,4.0,2.0,0.0,11,142,
1986,Luxembourg,Claude,Dieschbourg,2.0,0.0,0.0,5.0,4.0,0.0,11,142,
